Mod:Item:MetaData, Localized Name
biomesoplenty:gem_block:5, Block of Malachite
biomesoplenty:gem_block:6, Block of Sapphire
biomesoplenty:gem_block:7, Block of Amber
biomesoplenty:hive:0, Hive Block
biomesoplenty:hive:1, Honeycomb Block
biomesoplenty:hive:2, Empty Honeycomb Block
biomesoplenty:hive:3, Filled Honeycomb Block
biomesoplenty:honey_block:0, Honey Block
biomesoplenty:jelled_poison:0, Jelled Poison
biomesoplenty:bamboo_thatching:0, Bamboo Thatching
biomesoplenty:mud_brick_block:0, Mud Bricks
biomesoplenty:mud_brick_stairs:0, Mud Bricks Stairs
biomesoplenty:other_slab:0, Mud Bricks Slab
biomesoplenty:other_slab:1, White Sandstone Slab
biomesoplenty:log_0:4, Sacred Oak Wood
biomesoplenty:log_0:5, Cherry Wood
biomesoplenty:log_0:6, Umbran Wood
biomesoplenty:log_0:7, Fir Wood
biomesoplenty:log_1:4, Ethereal Wood
biomesoplenty:log_1:5, Magic Wood
biomesoplenty:log_1:6, Mangrove Wood
biomesoplenty:log_1:7, Palm Wood
biomesoplenty:log_2:4, Redwood Wood
biomesoplenty:log_2:5, Willow Wood
biomesoplenty:log_2:6, Pine Wood
biomesoplenty:log_2:7, Hellbark Wood
biomesoplenty:log_3:4, Jacaranda Wood
biomesoplenty:log_3:5, Mahogany Wood
biomesoplenty:log_3:6, Ebony Wood
biomesoplenty:log_3:7, Eucalyptus Wood
biomesoplenty:log_4:4, Giant Flower Stem
biomesoplenty:log_4:5, Dead Wood
biomesoplenty:leaves_0:8, Yellow Autumn Leaves
biomesoplenty:leaves_0:9, Orange Autumn Leaves
biomesoplenty:leaves_0:10, Bamboo Leaves
biomesoplenty:leaves_0:11, Magic Leaves
biomesoplenty:leaves_1:8, Umbran Leaves
biomesoplenty:leaves_1:9, Dead Leaves
biomesoplenty:leaves_1:10, Fir Leaves
biomesoplenty:leaves_1:11, Ethereal Leaves
biomesoplenty:leaves_2:8, Origin Leaves
biomesoplenty:leaves_2:9, Pink Cherry Leaves
biomesoplenty:leaves_2:10, White Cherry Leaves
biomesoplenty:leaves_2:11, Maple Leaves
biomesoplenty:leaves_3:8, Hellbark Leaves
biomesoplenty:leaves_3:9, Flowering Oak Leaves
biomesoplenty:leaves_3:10, Jacaranda Leaves
biomesoplenty:leaves_3:11, Sacred Oak Leaves
biomesoplenty:leaves_4:8, Mangrove Leaves
biomesoplenty:leaves_4:9, Palm Leaves
biomesoplenty:leaves_4:10, Redwood Leaves
biomesoplenty:leaves_4:11, Willow Leaves
biomesoplenty:leaves_5:8, Pine Leaves
biomesoplenty:leaves_5:9, Mahogany Leaves
biomesoplenty:leaves_5:10, Ebony Leaves
biomesoplenty:leaves_5:11, Eucalyptus Leaves
biomesoplenty:leaves_6:8, Giant Red Flower Petal
biomesoplenty:leaves_6:9, Giant Yellow Flower Petal
biomesoplenty:planks_0:0, Sacred Oak Wood Planks
biomesoplenty:planks_0:1, Cherry Wood Planks
biomesoplenty:planks_0:2, Umbran Wood Planks
biomesoplenty:planks_0:3, Fir Wood Planks
biomesoplenty:planks_0:4, Ethereal Wood Planks
biomesoplenty:planks_0:5, Magic Wood Planks
biomesoplenty:planks_0:6, Mangrove Wood Planks
biomesoplenty:planks_0:7, Palm Wood Planks
biomesoplenty:planks_0:8, Redwood Wood Planks
biomesoplenty:planks_0:9, Willow Wood Planks
biomesoplenty:planks_0:10, Pine Wood Planks
biomesoplenty:planks_0:11, Hellbark Wood Planks
biomesoplenty:planks_0:12, Jacaranda Wood Planks
biomesoplenty:planks_0:13, Mahogany Wood Planks
biomesoplenty:planks_0:14, Ebony Wood Planks
biomesoplenty:planks_0:15, Eucalyptus Wood Planks
biomesoplenty:sacred_oak_stairs:0, Sacred Oak Wood Stairs
biomesoplenty:cherry_stairs:0, Cherry Wood Stairs
biomesoplenty:umbran_stairs:0, Umbran Wood Stairs
biomesoplenty:fir_stairs:0, Fir Wood Stairs
biomesoplenty:ethereal_stairs:0, Ethereal Wood Stairs
biomesoplenty:magic_stairs:0, Magic Wood Stairs
biomesoplenty:mangrove_stairs:0, Mangrove Wood Stairs
biomesoplenty:palm_stairs:0, Palm Wood Stairs
biomesoplenty:redwood_stairs:0, Redwood Wood Stairs
biomesoplenty:willow_stairs:0, Weeping Tree Stairs
biomesoplenty:pine_stairs:0, Foggy Pine Stairs
biomesoplenty:hellbark_stairs:0, Hellbark Wood Stairs
biomesoplenty:jacaranda_stairs:0, Jacaranda Wood Stairs
biomesoplenty:mahogany_stairs:0, Mahogany Wood Stairs
biomesoplenty:ebony_stairs:0, Ebony Wood Stairs
biomesoplenty:eucalyptus_stairs:0, Eucalyptus Wood Stairs
biomesoplenty:wood_slab_0:0, Sacred Oak Wood Slab
biomesoplenty:wood_slab_0:1, Cherry Wood Slab
biomesoplenty:wood_slab_0:2, Umbran Wood Slab
biomesoplenty:wood_slab_0:3, Fir Wood Slab
biomesoplenty:wood_slab_0:4, Ethereal Wood Slab
biomesoplenty:wood_slab_0:5, Magic Wood Slab
biomesoplenty:wood_slab_0:6, Mangrove Wood Slab
biomesoplenty:wood_slab_0:7, Palm Wood Slab
biomesoplenty:wood_slab_1:0, Redwood Wood Slab
biomesoplenty:wood_slab_1:1, Willow Wood Slab
biomesoplenty:wood_slab_1:2, Pine Wood Slab
biomesoplenty:wood_slab_1:3, Hellbark Wood Slab
biomesoplenty:wood_slab_1:4, Jacaranda Wood Slab
biomesoplenty:wood_slab_1:5, Mahogany Wood Slab
biomesoplenty:wood_slab_1:6, Ebony Wood Slab
biomesoplenty:wood_slab_1:7, Eucalyptus Wood Slab
biomesoplenty:sacred_oak_fence:0, Sacred Oak Fence
biomesoplenty:cherry_fence:0, Cherry Fence
biomesoplenty:umbran_fence:0, Umbran Fence
biomesoplenty:fir_fence:0, Fir Fence
biomesoplenty:ethereal_fence:0, Ethereal Fence
biomesoplenty:magic_fence:0, Magic Fence
biomesoplenty:mangrove_fence:0, Mangrove Fence
biomesoplenty:palm_fence:0, Palm Fence
biomesoplenty:redwood_fence:0, Redwood Fence
biomesoplenty:willow_fence:0, Willow Fence
biomesoplenty:pine_fence:0, Pine Fence
biomesoplenty:hellbark_fence:0, Hellbark Fence
biomesoplenty:jacaranda_fence:0, Jacaranda Fence
biomesoplenty:mahogany_fence:0, Mahogany Fence
biomesoplenty:ebony_fence:0, Ebony Fence
biomesoplenty:eucalyptus_fence:0, Eucalyptus Fence
biomesoplenty:sacred_oak_fence_gate:0, Sacred Oak Fence Gate
biomesoplenty:cherry_fence_gate:0, Cherry Fence Gate
biomesoplenty:umbran_fence_gate:0, Umbran Fence Gate
biomesoplenty:fir_fence_gate:0, Fir Fence Gate
biomesoplenty:ethereal_fence_gate:0, Ethereal Fence Gate
biomesoplenty:magic_fence_gate:0, Magic Fence Gate
biomesoplenty:mangrove_fence_gate:0, Mangrove Fence Gate
biomesoplenty:palm_fence_gate:0, Palm Fence Gate
biomesoplenty:redwood_fence_gate:0, Redwood Fence Gate
biomesoplenty:willow_fence_gate:0, Willow Fence Gate
biomesoplenty:pine_fence_gate:0, Pine Fence Gate
biomesoplenty:hellbark_fence_gate:0, Hellbark Fence Gate
biomesoplenty:jacaranda_fence_gate:0, Jacaranda Fence Gate
biomesoplenty:mahogany_fence_gate:0, Mahogany Fence Gate
biomesoplenty:ebony_fence_gate:0, Ebony Fence Gate
biomesoplenty:eucalyptus_fence_gate:0, Eucalyptus Fence Gate
biomesoplenty:sacred_oak_door, Sacred Oak Door
biomesoplenty:cherry_door, Cherry Door
biomesoplenty:umbran_door, Umbran Door
biomesoplenty:fir_door, Fir Door
biomesoplenty:ethereal_door, Ethereal Door
biomesoplenty:magic_door, Magic Door
biomesoplenty:mangrove_door, Mangrove Door
biomesoplenty:palm_door, Palm Door
biomesoplenty:redwood_door, Redwood Door
biomesoplenty:willow_door, Willow Door
biomesoplenty:pine_door, Pine Door
biomesoplenty:hellbark_door, Hellbark Door
biomesoplenty:jacaranda_door, Jacaranda Door
biomesoplenty:mahogany_door, Mahogany Door
biomesoplenty:ebony_door, Ebony Door
biomesoplenty:eucalyptus_door, Eucalyptus Door
biomesoplenty:stone_formations:0, Rock Formation
biomesoplenty:coral:0, Pink Coral
biomesoplenty:coral:1, Orange Coral
biomesoplenty:coral:2, Blue Coral
biomesoplenty:coral:3, Glowing Coral
biomesoplenty:coral:4, Algae
biomesoplenty:seaweed:0, Kelp
biomesoplenty:waterlily:0, Medium Lily Pad
biomesoplenty:waterlily:1, Small Lily Pad
biomesoplenty:waterlily:2, Tiny Lily Pad
biomesoplenty:waterlily:3, Flowered Lily
biomesoplenty:bamboo:0, Bamboo
biomesoplenty:turnip_block:0, Turnip
biomesoplenty:sapling_0:0, Yellow Autumn Sapling
biomesoplenty:sapling_0:1, Orange Autumn Sapling
biomesoplenty:sapling_0:2, Bamboo Sapling
biomesoplenty:sapling_0:3, Magic Sapling
biomesoplenty:sapling_0:4, Umbran Sapling
biomesoplenty:sapling_0:5, Dead Sapling
biomesoplenty:sapling_0:6, Fir Sapling
biomesoplenty:sapling_0:7, Ethereal Sapling
biomesoplenty:sapling_1:0, Origin Sapling
biomesoplenty:sapling_1:1, Pink Cherry Sapling
biomesoplenty:sapling_1:2, White Cherry Sapling
biomesoplenty:sapling_1:3, Maple Sapling
biomesoplenty:sapling_1:4, Hellbark Sapling
biomesoplenty:sapling_1:5, Flowering Oak Sapling
biomesoplenty:sapling_1:6, Jacaranda Sapling
biomesoplenty:sapling_1:7, Sacred Oak Sapling
biomesoplenty:sapling_2:0, Mangrove Sapling
biomesoplenty:sapling_2:1, Palm Sapling
biomesoplenty:sapling_2:2, Redwood Sapling
biomesoplenty:sapling_2:3, Willow Sapling
biomesoplenty:sapling_2:4, Pine Sapling
biomesoplenty:sapling_2:5, Mahogany Sapling
biomesoplenty:sapling_2:6, Ebony Sapling
biomesoplenty:sapling_2:7, Eucalyptus Sapling
biomesoplenty:plant_0:0, Short Grass
biomesoplenty:plant_0:1, Medium Grass
biomesoplenty:plant_0:2, Bush
biomesoplenty:plant_0:3, Sprout
biomesoplenty:plant_0:4, Poison Ivy
biomesoplenty:plant_0:5, Berry Bush
biomesoplenty:plant_0:6, Shrub
biomesoplenty:plant_0:7, Wheat Grass
biomesoplenty:plant_0:8, Damp Grass
biomesoplenty:plant_0:9, Koru
biomesoplenty:plant_0:10, Clover Patch
biomesoplenty:plant_0:11, Leaf Pile
biomesoplenty:plant_0:12, Dead Leaf Pile
biomesoplenty:plant_0:13, Dead Grass
biomesoplenty:plant_0:14, Desert Grass
biomesoplenty:plant_0:15, Desert Sprouts
biomesoplenty:plant_1:0, Dune Grass
biomesoplenty:plant_1:1, Spectral Fern
biomesoplenty:plant_1:2, Thorns
biomesoplenty:plant_1:3, Wild Rice
biomesoplenty:plant_1:4, Cattail
biomesoplenty:plant_1:5, River Cane
biomesoplenty:plant_1:6, Tiny Cactus
biomesoplenty:plant_1:7, Devilweed
biomesoplenty:plant_1:8, Reed
biomesoplenty:plant_1:9, Root
biomesoplenty:plant_1:10, Rafflesia
biomesoplenty:double_plant:0, Flax
biomesoplenty:double_plant:1, Tall Cattail
biomesoplenty:double_plant:2, Eyebulb
biomesoplenty:mushroom:0, Toadstool
biomesoplenty:mushroom:1, Portobello
biomesoplenty:mushroom:2, Blue Milk Cap
biomesoplenty:mushroom:3, Glowshroom
biomesoplenty:mushroom:4, Flat Mushroom
biomesoplenty:mushroom:5, Shadow Shroom
biomesoplenty:flower_0:0, Clover
biomesoplenty:flower_0:1, Swampflower
biomesoplenty:flower_0:2, Deathbloom
biomesoplenty:flower_0:3, Glowflower
biomesoplenty:flower_0:4, Blue Hydrangea
biomesoplenty:flower_0:5, Orange Cosmos
biomesoplenty:flower_0:6, Pink Dafodil
biomesoplenty:flower_0:7, Wildflower
biomesoplenty:flower_0:8, Violet
biomesoplenty:flower_0:9, White Anemone
biomesoplenty:flower_0:10, Enderlotus
biomesoplenty:flower_0:11, Bromeliad
biomesoplenty:flower_0:12, Wilted Lily
biomesoplenty:flower_0:13, Pink Hibiscus
biomesoplenty:flower_0:14, Lily of the Valley
biomesoplenty:flower_0:15, Burning Blossom
biomesoplenty:flower_1:0, Lavender
biomesoplenty:flower_1:1, Goldenrod
biomesoplenty:flower_1:2, Bluebells
biomesoplenty:flower_1:3, Miner's Delight
biomesoplenty:flower_1:4, Icy Iris
biomesoplenty:flower_1:5, Rose
biomesoplenty:flower_vine:0, Flowering Vines
biomesoplenty:ivy:0, Ivy
biomesoplenty:tree_moss:0, Umbran Tree Moss
biomesoplenty:willow_vine:0, Willow Vine
biomesoplenty:terrarium:0, Fern Terrarium
biomesoplenty:terrarium:1, Mushroom Terrarium
biomesoplenty:terrarium:2, Cactus Terrarium
biomesoplenty:terrarium:3, Flax Terrarium
biomesoplenty:terrarium:4, Flower Terrarium
biomesoplenty:terrarium:5, Koru Terrarium
biomesoplenty:terrarium:6, Bamboo Terrarium
biomesoplenty:terrarium:7, Sapling Terrarium
biomesoplenty:terrarium:8, Glowshroom Terrarium
biomesoplenty:terrarium:9, Dead Terrarium
biomesoplenty:terrarium:10, Mystic Terrarium
biomesoplenty:terrarium:11, Ominous Terrarium
biomesoplenty:terrarium:12, Wasteland Terrarium
biomesoplenty:terrarium:13, Origin Terrarium
biomesoplenty:terrarium:14, Nether Terrarium
biomesoplenty:terrarium:15, Ender Terrarium
biomesoplenty:jar_filled:0, Honey Jar
biomesoplenty:jar_filled:1, Pixie Jar
biomesoplenty:jar_empty, Empty Jar
biomesoplenty:biome_finder, Biome Finder
biomesoplenty:flower_basket, Flower Basket
biomesoplenty:record_wanderer, Music Disc
biomesoplenty:mudball, Mud Ball
biomesoplenty:mud_brick, Mud Brick
biomesoplenty:ash, Ash
biomesoplenty:fleshchunk, Chunk of Flesh
biomesoplenty:pixie_dust, Pixie Dust
biomesoplenty:gem:0, Ender Amethyst
biomesoplenty:gem:1, Ruby
biomesoplenty:gem:2, Peridot
biomesoplenty:gem:3, Topaz
biomesoplenty:gem:4, Tanzanite
biomesoplenty:gem:5, Malachite
biomesoplenty:gem:6, Sapphire
biomesoplenty:gem:7, Amber
biomesoplenty:terrestrial_artifact, Terrestrial Artifact
biomesoplenty:crystal_shard, Celestial Crystal Shard
biomesoplenty:biome_essence, Biome Essence
biomesoplenty:berries, Redcurrant
biomesoplenty:pear, Pear
biomesoplenty:peach, Peach
biomesoplenty:persimmon, Persimmon
biomesoplenty:pinecone, Pinecone
biomesoplenty:turnip_seeds, Turnip Seeds
biomesoplenty:turnip, Turnip
biomesoplenty:honeycomb, Empty Honeycomb
biomesoplenty:filled_honeycomb, Filled Honeycomb
biomesoplenty:shroompowder, Shroom Powder
biomesoplenty:saladfruit, Fruit Salad
biomesoplenty:saladveggie, Veggie Salad
biomesoplenty:saladshroom, Shroom Salad
biomesoplenty:ricebowl, Bowl of Rice
biomesoplenty:ambrosia, Ambrosia
biomesoplenty:blue_dye, Blue Dye
biomesoplenty:brown_dye, Brown Dye
biomesoplenty:green_dye, Green Dye
biomesoplenty:white_dye, White Dye
biomesoplenty:black_dye, Black Dye
biomesoplenty:earth, item.earth.name
forestry:fertilizer_bio, Compost
forestry:fertilizer_compound, Fertilizer
forestry:apatite, Apatite
forestry:research_note, %s's Notes
forestry:portable_alyzer, Portable Analyzer
forestry:ingot_copper, Copper Ingot
forestry:ingot_tin, Tin Ingot
forestry:ingot_bronze, Bronze Ingot
forestry:wrench, Wrench
forestry:pipette, Pipette
forestry:sturdy_machine, Sturdy Casing
forestry:hardened_machine, Hardened Casing
forestry:impregnated_casing, Impregnated Casing
forestry:crafting_material:0, Pulsating Dust
forestry:crafting_material:1, Pulsating Mesh
forestry:crafting_material:2, Silk Wisp
forestry:crafting_material:3, Woven Silk
forestry:crafting_material:4, Dissipation Charge
forestry:crafting_material:5, Ice Shard
forestry:crafting_material:6, Scented Paneling
forestry:crafting_material:7, Camouflaged Paneling
forestry:naturalist_helmet, Spectacles
forestry:peat, Peat
forestry:ash, Ash
forestry:bituminous_peat, Bituminous Peat
forestry:gear_bronze, Bronze Gear
forestry:gear_copper, Copper Gear
forestry:gear_tin, Tin Gear
forestry:chipsets:0, Basic Circuit Board
forestry:chipsets:1, Enhanced Circuit Board
forestry:chipsets:2, Refined Circuit Board
forestry:chipsets:3, Intricate Circuit Board
forestry:soldering_iron, Soldering Iron
forestry:carton, Carton
forestry:oak_stick, Impregnated Stick
forestry:wood_pulp, Wood Pulp
forestry:broken_bronze_pickaxe, Broken Pickaxe
forestry:broken_bronze_shovel, Broken Shovel
forestry:bronze_pickaxe, Survivalist's Pickaxe
forestry:bronze_shovel, Survivalist's Shovel
forestry:kit_shovel, Shovel Kit
forestry:kit_pickaxe, Pickaxe Kit
forestry:mouldy_wheat, Mouldy Wheat
forestry:decaying_wheat, Decaying Wheat
forestry:mulch, Mulch
forestry:iodine_capsule, Iodine Capsule
forestry:phosphor, Phosphor
forestry:beeswax, Beeswax
forestry:refractory_wax, Refractory Wax
forestry:fruits:0, Cherry
forestry:fruits:1, Walnut
forestry:fruits:2, Chestnut
forestry:fruits:3, Lemon
forestry:fruits:4, Plum
forestry:fruits:5, Date
forestry:fruits:6, Papaya
forestry:analyzer:0, Analyzer
forestry:escritoire:0, Escritoire
forestry:bog_earth:0, Bog Earth
forestry:humus:0, Humus
forestry:resources:0, Apatite Ore
forestry:resources:1, Copper Ore
forestry:resources:2, Tin Ore
forestry:resource_storage:0, Block of Apatite
forestry:resource_storage:1, Block of Copper
forestry:resource_storage:2, Block of Tin
forestry:resource_storage:3, Block of Bronze
forestry:ash_brick:0, Ash Bricks
forestry:ash_stairs:0, Ash Brick Stairs
forestry:stamps:0, Stamp (1n)
forestry:stamps:1, Stamp (2n)
forestry:stamps:2, Stamp (5n)
forestry:stamps:3, Stamp (10n)
forestry:stamps:4, Stamp (20n)
forestry:stamps:5, Stamp (50n)
forestry:stamps:6, Stamp (100n)
forestry:letters, Letter
forestry:catalogue, Catalogue
forestry:mailbox:0, Mailbox
forestry:trade_station:0, Trade Station
forestry:stamp_collector:0, Stamp Collector
forestry:mushroom:0, tile.for.mushroom.name
forestry:mushroom:1, tile.for.mushroom.name
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:0, Farm Block
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:2, Farm Gearbox
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:3, Farm Hatch
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:4, Farm Valve
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:ffarm:5, Farm Control
forestry:engine_peat:0, Peat-fired Engine
forestry:engine_biogas:0, Biogas Engine
forestry:engine_clockwork:0, Clockwork Engine
forestry:bottler:0, Bottler
forestry:carpenter:0, Carpenter
forestry:centrifuge:0, Centrifuge
forestry:fermenter:0, Fermenter
forestry:moistener:0, Moistener
forestry:squeezer:0, Squeezer
forestry:still:0, Still
forestry:rainmaker:0, Rainmaker
forestry:fabricator:0, Thermionic Fabricator
forestry:raintank:0, Rain Tank
forestry:worktable:0, Worktable
forestry:habitat_locator, Habitat Locator
forestry:imprinter, Imprinter
forestry:cart.beehouse:0, Minecart with Bee House
forestry:cart.beehouse:1, Minecart with Apiary
forestry:frame_untreated, Untreated Frame
forestry:frame_impregnated, Impregnated Frame
forestry:frame_proven, Proven Frame
forestry:honey_drop:0, Honey Drop
forestry:pollen:0, Pollen Cluster
forestry:pollen:1, Crystalline Pollen Cluster
forestry:propolis:0, Propolis
forestry:propolis:1, Sticky Propolis
forestry:propolis:3, Silky Propolis
forestry:honeydew, Honeydew
forestry:royal_jelly, Royal Jelly
forestry:wax_cast, Wax Cast
forestry:bee_combs:0, Honey Comb
forestry:bee_combs:2, Simmering Comb
forestry:bee_combs:3, Stringy Comb
forestry:bee_combs:4, Frozen Comb
forestry:bee_combs:5, Dripping Comb
forestry:bee_combs:6, Silky Comb
